boundaryCollection,boundaryName,boundaryISO,boundaryYearRepresented,boundaryType,boundaryCanonical,nameField,boundarySource-1,boundarySource-2,boundarySource-3,boundarySource-4,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,sourceDataUpdateDate,buildUpdateDate,Continent,UNSDG-region,UNSDG-subregion,worldBankIncomeGroup,apiURL,boundaryCount,boundaryYearSourceLag,statsArea,statsPerimeter,statsVertices,statsLineResolution,statsVertexDensity
geoBoundaries (Open),Tunisia,TUN,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TUN/ADM1/geoBoundaries-TUN-ADM1.topojson,24,,155214.2708265585,11299.143709788295,82146,137.5495302240924,7.270108435636413
geoBoundaries (Open),Greenland,GRL,2020,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Geofabrik,,Creative Commons Attribution-ShareAlike 2.0,Creative Commons Attribution-ShareAlike 2.0,download.geofabrik.de/north-america/greenland.html,download.geofabrik.de/north-america/greenland.html,"Sep 25, 2020","Aug 26, 2021",Northern America,Europe and Northern America,Undefined,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GRL/ADM0/geoBoundaries-GRL-ADM0.topojson,1,,1758418.6428624776,132572.92681689057,118785,1116.074645930804,0.8959974170598616
geoBoundaries (Open),Greenland,GRL,2020,ADM1,Municipalities,shapeName,geoBoundaries (Open),GeoBoundaries,Wikipedia,,Creative Commons Attribution-ShareAlike 3.0 Unported,Creative Commons Attribution-ShareAlike 3.0 Germany,creativecommons.org/licenses/by-sa/3.0/de/legalcode,en.wikipedia.org/wiki/Qeqertalik#/media/File,"Nov 03, 2020","Aug 26, 2021",Northern America,Europe and Northern America,Undefined,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GRL/ADM1/geoBoundaries-GRL-ADM1.topojson,6,,2117506.091646447,47546.127481756186,39236,1211.7985391415075,0.8252196777761797
geoBoundaries (Open),Kenya,KEN,2020,ADM2,Sub-Counties,shapeName,geoBoundaries (Open),IEBC,OCHA ROSEA,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/ken-administrative-boundaries,data.humdata.org/dataset/ken-administrative-boundaries,"Sep 08, 2021","Sep 09, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KEN/ADM2/geoBoundaries-KEN-ADM2.topojson,290,,591575.3615196815,58514.37444887336,249579,234.45231549478663,4.265259645184593
geoBoundaries (Open),Kenya,KEN,2016,ADM3,Ward,shapeName,geoBoundaries (Open),American Red Cross,National Land Commission/IEBC & SOK,,Creative Commons Attribution 4.0 International (CC BY 4.0),,data.humdata.org/dataset/administrative-wards-in-kenya-1450,data.humdata.org/dataset/administrative-wards-in-kenya-1450,"Sep 08, 2021","Sep 09, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KEN/ADM3/geoBoundaries-KEN-ADM3.topojson,1450,,580895.9197036321,118434.09228259244,2053011,57.68799693844428,17.334628572162863
geoBoundaries (Open),Kenya,KEN,2017,ADM0,Republic of Kenya,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Dec 02, 2020","Aug 26, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KEN/ADM0/geoBoundaries-KEN-ADM0.topojson,1,,584066.1531776161,3878.4043417081416,6740,575.430911232662,1.7378280875767438
geoBoundaries (Open),Kenya,KEN,2017,ADM1,County,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Jun 03, 2021","Aug 26, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KEN/ADM1/geoBoundaries-KEN-ADM1.topojson,47,,584067.9003886053,25228.28212338309,35716,706.3579942710015,1.4157127237330305
geoBoundaries (Open),Viet Nam,VNM,2020,ADM2,District,shapeName,geoBoundaries (Open),OCHA ROAP,Government of Viet Nam,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/viet-nam-administrative-boundaries-polygon-polyline,data.humdata.org/dataset/viet-nam-administrative-boundaries-polygon-polyline,"Jun 29, 2021","Aug 27, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/VNM/ADM2/geoBoundaries-VNM-ADM2.topojson,708,,334558.87407182256,91796.59340424705,979338,93.73331107773521,10.668565833235922
geoBoundaries (Open),Viet Nam,VNM,2016,ADM0,Socialist Republic of Vietnam,shapeName,geoBoundaries (Open),geoBoundaries,Open Development Mekong,,Creative Commons Attribution-ShareAlike 4.0 International License,,data.vietnam.opendevelopmentmekong.net/dataset/a-phn-tnh?type=dataset,data.vietnam.opendevelopmentmekong.net/dataset/a-phn-tnh?type=dataset,"Mar 06, 2021","Aug 27, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/VNM/ADM0/geoBoundaries-VNM-ADM0.topojson,1,,330630.06439462234,14690.243068091679,50524,290.7577204515018,3.4392895860070523
geoBoundaries (Open),Viet Nam,VNM,2016,ADM1,Province and Municipality,shapeName,geoBoundaries (Open),Open Development Mekong,Dept of Survey and Mapping,,Creative Commons Attribution-ShareAlike 4.0 International License,,data.vietnam.opendevelopmentmekong.net/dataset/a-phn-tnh?type=dataset,data.vietnam.opendevelopmentmekong.net/dataset/a-phn-tnh?type=dataset,"Mar 06, 2021","Aug 27, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/VNM/ADM1/geoBoundaries-VNM-ADM1.topojson,63,,330629.9629569188,34416.73177948607,99927,344.4187434775994,2.903442448871947
geoBoundaries (Open),Serbia,SRB,2017,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SRB/ADM2/geoBoundaries-SRB-ADM2.topojson,145,,77605.47676749762,19675.941469480742,56478,348.38240499806545,2.87040902655676
geoBoundaries (Open),Serbia,SRB,2017,ADM0,Republika Srbija,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Dec 10, 2020","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SRB/ADM0/geoBoundaries-SRB-ADM0.topojson,1,,77593.33530445067,2357.143599808765,18215,129.40673070594374,7.727573322846254
geoBoundaries (Open),Serbia,SRB,2017,ADM1,district,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Nov 07, 2020","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SRB/ADM1/geoBoundaries-SRB-ADM1.topojson,25,,77588.78835538976,9517.64737812048,37193,255.89888898772566,3.9077934412132818
geoBoundaries (Open),Timor-Leste,TLS,2020,ADM2,Administrative Posts,shapeName,geoBoundaries (Open),WHO,OCHA ROAP,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/timor-leste-administrative-boundaries-levels-0-3,data.humdata.org/dataset/timor-leste-administrative-boundaries-levels-0-3,"Sep 08, 2021","Sep 14, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TLS/ADM2/geoBoundaries-TLS-ADM2.topojson,65,,14892.329931957804,5393.499377849992,118591,45.47983723764866,21.987765584442112
geoBoundaries (Open),Timor-Leste,TLS,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TLS/ADM0/geoBoundaries-TLS-ADM0.topojson,1,,14889.225503427724,1051.2829015082896,15104,69.60294633926706,14.367207892690056
geoBoundaries (Open),Timor-Leste,TLS,2017,ADM1,Municipalities,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Jan 15, 2021","Aug 27, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TLS/ADM1/geoBoundaries-TLS-ADM1.topojson,13,,14889.227243708816,2302.586296216702,15671,146.93295234616184,6.805825269501718
geoBoundaries (Open),Malta,MLT,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MLT/ADM0/geoBoundaries-MLT-ADM0.topojson,1,,315.3783775418547,239.40529108011714,7551,31.705110724422877,31.540656290144618
geoBoundaries (Open),Malta,MLT,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MLT/ADM1/geoBoundaries-MLT-ADM1.topojson,68,,315.34732531535616,788.8389783982677,14543,54.24183307421218,18.435955116631614
geoBoundaries (Open),Australia,AUS,2016,ADM2,Local Government Areas / Councils,shapeName,geoBoundaries (Open),PSMA Australia Limited,data.gov.au,,Creative Commons Attribution 3.0 License,,data.gov.au/page/about,data.gov.au/dataset/psma-administrative-boundaries,"Jul 12, 2021","Aug 26, 2021",Oceania,Australia/New Zealand,Australia/New Zealand,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/AUS/ADM2/geoBoundaries-AUS-ADM2.topojson,560,,8109546.208274406,289640.2902345042,3731236,77.62582968070211,12.882309974827894
geoBoundaries (Open),Australia,AUS,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Oceania,Australia/New Zealand,Australia/New Zealand,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/AUS/ADM0/geoBoundaries-AUS-ADM0.topojson,1,,7685748.784972044,67353.96859775428,655358,102.77431357785254,9.730057688417352
geoBoundaries (Open),Australia,AUS,2016,ADM1,Unknown,shapeName,geoBoundaries (Open),PSMA Australia Limited,data.gov.au,,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,data.gov.au/dataset/psma-administrative-boundaries,"Sep 25, 2020","Sep 08, 2021",Oceania,Australia/New Zealand,Australia/New Zealand,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/AUS/ADM1/geoBoundaries-AUS-ADM1.topojson,9,,7691281.931784027,79645.1770264503,1790352,44.48576426671979,22.47910126943934
geoBoundaries (Open),Indonesia,IDN,2020,ADM2,"regency, city",shapeName,geoBoundaries (Open),"Badan Pusat Statistik (BPS - Statistics Indonesia), World Food Programme",OCHA ROAP,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/indonesia-administrative-boundary-polygons-lines-and-places-levels-0-4b,data.humdata.org/dataset/indonesia-administrative-boundary-polygons-lines-and-places-levels-0-4b,"Sep 08, 2021","Sep 09, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IDN/ADM2/geoBoundaries-IDN-ADM2.topojson,519,,1891074.2628998854,225662.1561632354,3799566,59.39156107914309,16.837408915172904
geoBoundaries (Open),Indonesia,IDN,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IDN/ADM0/geoBoundaries-IDN-ADM0.topojson,1,,1890131.9168756402,84926.70469299833,485988,174.75062078281425,5.72244032965601
geoBoundaries (Open),Indonesia,IDN,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IDN/ADM1/geoBoundaries-IDN-ADM1.topojson,34,,1890132.1710151017,102482.14423339603,532130,192.58854834983185,5.1924167276214535
geoBoundaries (Open),Colombia,COL,2016,ADM2,Unknown,shapeName,geoBoundaries (Open),Departamento Administrativo Nacional de Estadistica,,,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted by CC icon on web page,geoportal.dane.gov.co/?descarga-marco-geoestadistico-nacional,geoportal.dane.gov.co/geonetwork/srv/spa/catalog.search;jsessionid=28C04991CAF95F58924321C7166FBFBE#/metadata/e22375e8-dcbf-4952-831c-261917cf0e52,"Sep 21, 2020","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/COL/ADM2/geoBoundaries-COL-ADM2.topojson,1122,,1138265.6392331454,183889.45871413176,5031858,36.54504135731409,27.36349345517599
geoBoundaries (Open),Colombia,COL,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/COL/ADM0/geoBoundaries-COL-ADM0.topojson,1,,1137575.0754400094,10992.077687229406,93784,117.20632183772719,8.531962989031475
geoBoundaries (Open),Colombia,COL,2017,ADM1,Departments,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Dec 10, 2020","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/COL/ADM1/geoBoundaries-COL-ADM1.topojson,33,,1137575.1224295269,44597.44793817012,317793,140.33489704987247,7.125811334329894
geoBoundaries (Open),China,CHN,2017,ADM2,County Level,shapeName,geoBoundaries (Open),"National Administration of Surveying, Mapping and Geoinformation of China",Revolutionary GIS,,Open Data Commons Public Domain Dedication and License (PDDL) v1.0,revolutionarygis.wordpress.com/2017/04/11/china-shapefile-data/,revolutionarygis.wordpress.com/2014/01/18/china-prefecture-shapefile-and-china-province-shapefile/,github.com/justinelliotmeyers/-1_400-/blob/master/%E4%B8%AD%E5%9B%BD%E5%8E%BF%E7%95%8C.shp,"May 13, 2021","Aug 25, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/CHN/ADM2/geoBoundaries-CHN-ADM2.topojson,2391,,9470633.351495966,646946.1711709526,159315,4060.7988649590593,0.2462569640247577
geoBoundaries (Open),China,CHN,2017,ADM3,"County, City",shapeName,geoBoundaries (Open),Lee Beryman,OpenStreetMap,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Aug 11, 2021","Sep 08, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/CHN/ADM3/geoBoundaries-CHN-ADM3.topojson,2864,,9459769.260836754,837023.4344451843,1973186,424.19895257982995,2.357384415775544
geoBoundaries (Open),China,CHN,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/CHN/ADM0/geoBoundaries-CHN-ADM0.topojson,1,,9385922.97116187,50671.14175139634,454573,111.46975678581072,8.971043167533784
geoBoundaries (Open),China,CHN,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/CHN/ADM1/geoBoundaries-CHN-ADM1.topojson,31,,9385923.01209304,153081.4913045767,622507,245.91127698897634,4.0665072876866395
geoBoundaries (Open),Democratic Republic of the Congo,COD,2019,ADM2,"territory, city",shapeName,geoBoundaries (Open),Referenciel Géographique Commun,OCHA DR Congo,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/drc-administrative-boundaries-levels-0-2,data.humdata.org/dataset/drc-administrative-boundaries-levels-0-2,"Sep 08, 2021","Sep 08, 2021",Africa,Sub-Saharan Africa,Middle Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/COD/ADM2/geoBoundaries-COD-ADM2.topojson,189,,2330346.588594991,112349.88929161309,146164,768.6563674476142,1.3009714644277013
